Map Key,Point Key,File,Layer,Marker,Stop Number,Is Direction Stop,Point Name,Longitude,Latitude,Altitude
1JkEPK6KHfgg_IkshryyBnnN8KtOKQoVd,1JkEPK6KHfgg_IkshryyBnnN8KtOKQoVd-P146,2025.EIS.000106.kmz,"Directions from Woo Ree Apparels Ltd., Savar to W9PW+267, Dakhhin Khailkur Rd, Tongi, Bangladesh",B,2,TRUE,"W9PP+8H3, Dhaka - Mymensingh Rd, Tongi, Bangladesh",90.3864194,23.9356481,0
1JkEPK6KHfgg_IkshryyBnnN8KtOKQoVd,1JkEPK6KHfgg_IkshryyBnnN8KtOKQoVd-P147,2025.EIS.000106.kmz,"Directions from Woo Ree Apparels Ltd., Savar to W9PW+267, Dakhhin Khailkur Rd, Tongi, Bangladesh",C,3,TRUE,"W9PW+267, Dakhhin Khailkur Rd, Tongi, Bangladesh",90.3956162,23.9350877,0
1JzeW0uH-Huhp9U4LE2pVUhQUnUasWfmr,1JzeW0uH-Huhp9U4LE2pVUhQUnUasWfmr-P148,EIS.2026.SP.000055.kmz,"Directions from PG6G+654, Kanchpur, Bangladesh to JOY AUTO GARMENTS LTD",A,1,TRUE,"PG6G+654, Kanchpur, Bangladesh",90.525518,23.7105989,0
1JzeW0uH-Huhp9U4LE2pVUhQUnUasWfmr,1JzeW0uH-Huhp9U4LE2pVUhQUnUasWfmr-P149,EIS.2026.SP.000055.kmz,"Directions from PG6G+654, Kanchpur, Bangladesh to JOY AUTO GARMENTS LTD",B,2,TRUE,"PG4F+99C, Kanchpur, Bangladesh",90.5232421,23.7057274,0
1JzeW0uH-Huhp9U4LE2pVUhQUnUasWfmr,1JzeW0uH-Huhp9U4LE2pVUhQUnUasWfmr-P150,EIS.2026.SP.000055.kmz,"Directions from PG6G+654, Kanchpur, Bangladesh to JOY AUTO GARMENTS LTD",C,3,TRUE,JOY AUTO GARMENTS LTD,90.5125625,23.6459586,0
1KR2Y3j7Bv3lmXKu3JZcSL0deI2tF8caj,1KR2Y3j7Bv3lmXKu3JZcSL0deI2tF8caj-P151,2026.EIS.000144.kmz,"Directions from X9WM+X55, Dhaka - Mymensingh Rd, Gazipur, Bangladesh to X9WM+R3G, Gazipur, Bangladesh",A,1,TRUE,"X9WM+X55, Dhaka - Mymensingh Rd, Gazipur, Bangladesh",90.3830389,23.9972381,0
1KR2Y3j7Bv3lmXKu3JZcSL0deI2tF8caj,1KR2Y3j7Bv3lmXKu3JZcSL0deI2tF8caj-P152,2026.EIS.000144.kmz,"Directions from X9WM+X55, Dhaka - Mymensingh Rd, Gazipur, Bangladesh to X9WM+R3G, Gazipur, Bangladesh",B,2,TRUE,"X9WJ+VXF Amin Super Market, Mymensing Rd, Gazipur 1702, Bangladesh",90.3825934,23.9972583,0
1KR2Y3j7Bv3lmXKu3JZcSL0deI2tF8caj,1KR2Y3j7Bv3lmXKu3JZcSL0deI2tF8caj-P153,2026.EIS.000144.kmz,"Directions from X9WM+X55, Dhaka - Mymensingh Rd, Gazipur, Bangladesh to X9WM+R3G, Gazipur, Bangladesh",C,3,TRUE,"X9WM+R3G, Gazipur, Bangladesh",90.3827076,23.9972475,0
1Kh_oOh-Q3glDwQPql9vPDZSwg0msbsSw,1Kh_oOh-Q3glDwQPql9vPDZSwg0msbsSw-P154,2025.EIS.000078.kmz,"Directions from Big Boss Corporation Ltd., SUKORNO Road to Ashulia polli biddut office, Mohammad ali market, Bangabandhu Road, Ashulia",A,1,TRUE,"Big Boss Corporation Ltd., SUKORNO Road",90.2840278,23.9852985,0
1Kh_oOh-Q3glDwQPql9vPDZSwg0msbsSw,1Kh_oOh-Q3glDwQPql9vPDZSwg0msbsSw-P155,2025.EIS.000078.kmz,"Directions from Big Boss Corporation Ltd., SUKORNO Road to Ashulia polli biddut office, Mohammad ali market, Bangabandhu Road, Ashulia",B,2,TRUE,"350 Sreepur - Kashimpur Road, Baipayl, Bangladesh",90.270975,23.960331,0
1Kh_oOh-Q3glDwQPql9vPDZSwg0msbsSw,1Kh_oOh-Q3glDwQPql9vPDZSwg0msbsSw-P156,2025.EIS.000078.kmz,"Directions from Big Boss Corporation Ltd., SUKORNO Road to Ashulia polli biddut office, Mohammad ali market, Bangabandhu Road, Ashulia",C,3,TRUE,"Ashulia polli biddut office, Mohammad ali market, Bangabandhu Road, Ashulia",90.3266914,23.896432,0
1KhykhqWxm7Pm4GCdNENWJyOoluMF4KkK,1KhykhqWxm7Pm4GCdNENWJyOoluMF4KkK-P157,2025.EIS.000064.kmz,"Directions from 6CVG+QMM, 1740, Bangladesh to Colour & Co Ltd., Barmi - Mawna Road, Mawna",A,1,TRUE,"6CVG+QMM, 1740, Bangladesh",90.4268157,24.2424556,0
1KhykhqWxm7Pm4GCdNENWJyOoluMF4KkK,1KhykhqWxm7Pm4GCdNENWJyOoluMF4KkK-P158,2025.EIS.000064.kmz,"Directions from 6CVG+QMM, 1740, Bangladesh to Colour & Co Ltd., Barmi - Mawna Road, Mawna",B,2,TRUE,"6CRG+F9H, Bangladesh",90.4255086,24.2411592,0
1KhykhqWxm7Pm4GCdNENWJyOoluMF4KkK,1KhykhqWxm7Pm4GCdNENWJyOoluMF4KkK-P159,2025.EIS.000064.kmz,"Directions from 6CVG+QMM, 1740, Bangladesh to Colour & Co Ltd., Barmi - Mawna Road, Mawna",C,3,TRUE,"Colour & Co Ltd., Barmi - Mawna Road, Mawna",90.4235757,24.2318919,0
1Krlvxij8yq2sYr-C4Rq_Prbo0lM8b19-,1Krlvxij8yq2sYr-C4Rq_Prbo0lM8b19--P160,2025.EIS.000108.kmz,"Directions from Mahmuda Attires Ltd. to 23°52'35.3""N 90°07'01.1""E",A,1,TRUE,Mahmuda Attires Ltd.,90.1128902,23.9174743,0
1Krlvxij8yq2sYr-C4Rq_Prbo0lM8b19-,1Krlvxij8yq2sYr-C4Rq_Prbo0lM8b19--P161,2025.EIS.000108.kmz,"Directions from Mahmuda Attires Ltd. to 23°52'35.3""N 90°07'01.1""E",B,2,TRUE,"23.919299, 90.122328",90.1223378,23.9192571,0
1Krlvxij8yq2sYr-C4Rq_Prbo0lM8b19-,1Krlvxij8yq2sYr-C4Rq_Prbo0lM8b19--P162,2025.EIS.000108.kmz,"Directions from Mahmuda Attires Ltd. to 23°52'35.3""N 90°07'01.1""E",C,3,TRUE,"23°52'35.3""N 90°07'01.1""E",90.1167989,23.8763816,0
1MGUHkvweeWK9n_ckgpVusRova1Obkar3,1MGUHkvweeWK9n_ckgpVusRova1Obkar3-P163,2025.EIS.000054.kmz,"Directions from Gawair, Dhaka to Creative Collections Ltd- Helipad, Tongi",A,1,TRUE,"Gawair, Dhaka",90.4153377,23.8586353,0
1MGUHkvweeWK9n_ckgpVusRova1Obkar3,1MGUHkvweeWK9n_ckgpVusRova1Obkar3-P164,2025.EIS.000054.kmz,"Directions from Gawair, Dhaka to Creative Collections Ltd- Helipad, Tongi",B,2,TRUE,"Airport Flyover, Dhaka",90.4080597,23.8510433,0
1MGUHkvweeWK9n_ckgpVusRova1Obkar3,1MGUHkvweeWK9n_ckgpVusRova1Obkar3-P165,2025.EIS.000054.kmz,"Directions from Gawair, Dhaka to Creative Collections Ltd- Helipad, Tongi",C,3,TRUE,"Creative Collections Ltd- Helipad, Tongi",90.393699,23.8981108,0
1Myvowh9_AtR4Tr8KBlSoj46Ss0aOyoWL,1Myvowh9_AtR4Tr8KBlSoj46Ss0aOyoWL-P166,crystal martin.kmz,"Directions from Crystal Martin Apperels Bangladesh Ltd to Mariali Central Jame Mosque, Salna - Joydebpur Road, Gazipur",A,1,TRUE,Crystal Martin Apperels Bangladesh Ltd,90.376676,24.3403837,0
1Myvowh9_AtR4Tr8KBlSoj46Ss0aOyoWL,1Myvowh9_AtR4Tr8KBlSoj46Ss0aOyoWL-P167,crystal martin.kmz,"Directions from Crystal Martin Apperels Bangladesh Ltd to Mariali Central Jame Mosque, Salna - Joydebpur Road, Gazipur",B,2,TRUE,"4CR9+H75, Dhaka - Mymensingh Rd, Bangladesh",90.4181164,24.141499,0
1Myvowh9_AtR4Tr8KBlSoj46Ss0aOyoWL,1Myvowh9_AtR4Tr8KBlSoj46Ss0aOyoWL-P168,crystal martin.kmz,"Directions from Crystal Martin Apperels Bangladesh Ltd to Mariali Central Jame Mosque, Salna - Joydebpur Road, Gazipur",C,3,TRUE,"Mariali Central Jame Mosque, Salna - Joydebpur Road, Gazipur",90.4072215,24.0075789,0
1NJZQeazJ7uOX6ReyYMrAdFuzbz4vVeCE,1NJZQeazJ7uOX6ReyYMrAdFuzbz4vVeCE-P169,2026.EIS.000155.kmz,"Directions from MG Shirtex Limited, Joydebpur - Tangail Highway, Gazipur to X9QW+8GV, Sardi Rd, Gazipur, Bangladesh",A,1,TRUE,"MG Shirtex Limited, Joydebpur - Tangail Highway, Gazipur",90.4112039,23.995051,0
1NJZQeazJ7uOX6ReyYMrAdFuzbz4vVeCE,1NJZQeazJ7uOX6ReyYMrAdFuzbz4vVeCE-P170,2026.EIS.000155.kmz,"Directions from MG Shirtex Limited, Joydebpur - Tangail Highway, Gazipur to X9QW+8GV, Sardi Rd, Gazipur, Bangladesh",B,2,TRUE,"XCV6+WGJ, Joydebpur Rd, Gazipur, Bangladesh",90.4112441,23.9947769,0
1NJZQeazJ7uOX6ReyYMrAdFuzbz4vVeCE,1NJZQeazJ7uOX6ReyYMrAdFuzbz4vVeCE-P171,2026.EIS.000155.kmz,"Directions from MG Shirtex Limited, Joydebpur - Tangail Highway, Gazipur to X9QW+8GV, Sardi Rd, Gazipur, Bangladesh",C,3,TRUE,"X9QW+8GV, Sardi Rd, Gazipur, Bangladesh",90.3965473,23.9883861,0
1NeYU_cswkFgAxF-iHAZIeOTuzAeW-P_l,1NeYU_cswkFgAxF-iHAZIeOTuzAeW-P_l-P172,2025.EIS.000104.kmz,"Directions from Nambihin Rasta, Bangladesh to Golden Son Limited, Ichanagar",A,1,TRUE,"Nambihin Rasta, Bangladesh",91.9373866,22.025265,0
1NeYU_cswkFgAxF-iHAZIeOTuzAeW-P_l,1NeYU_cswkFgAxF-iHAZIeOTuzAeW-P_l-P173,2025.EIS.000104.kmz,"Directions from Nambihin Rasta, Bangladesh to Golden Son Limited, Ichanagar",B,2,TRUE,"Chittagong-Anwara-Banshkhali Rd, Anowara, Bangladesh",91.8930089,22.2000332,0
1NeYU_cswkFgAxF-iHAZIeOTuzAeW-P_l,1NeYU_cswkFgAxF-iHAZIeOTuzAeW-P_l-P174,2025.EIS.000104.kmz,"Directions from Nambihin Rasta, Bangladesh to Golden Son Limited, Ichanagar",C,3,TRUE,"Golden Son Limited, Ichanagar",91.8412276,22.3135167,0
1NyTt2a6t1TwuKEZoHjkBGD047hA1YVMw,1NyTt2a6t1TwuKEZoHjkBGD047hA1YVMw-P175,2025.EIS.000110.kmz,Directions from Olio Apparels Limited to Dhaka 1230,A,1,TRUE,Olio Apparels Limited,90.4173042,23.8684001,0
1NyTt2a6t1TwuKEZoHjkBGD047hA1YVMw,1NyTt2a6t1TwuKEZoHjkBGD047hA1YVMw-P176,2025.EIS.000110.kmz,Directions from Olio Apparels Limited to Dhaka 1230,B,2,TRUE,"46 Shah Kabir Mazar Rd, Dhaka 1230, Bangladesh",90.4182938,23.8685579,0
1NyTt2a6t1TwuKEZoHjkBGD047hA1YVMw,1NyTt2a6t1TwuKEZoHjkBGD047hA1YVMw-P177,2025.EIS.000110.kmz,Directions from Olio Apparels Limited to Dhaka 1230,C,3,TRUE,Dhaka 1230,90.4217658,23.8697714,0
1OJtL0HRkMjGeeFwF5I_Oq65rTa31ZsOK,1OJtL0HRkMjGeeFwF5I_Oq65rTa31ZsOK-P178,2025.EIS.000090.kmz,"Directions from SQ Celsius Ltd. Unit-2,Jamirdia,Valuka,Mymensingh, Dhaka to 79MV+VGR, Dhaka - Mymensingh Rd, Bangladesh",A,1,TRUE,"SQ Celsius Ltd. Unit-2,Jamirdia,Valuka,Mymensingh, Dhaka",90.3937646,24.2852444,0
1OJtL0HRkMjGeeFwF5I_Oq65rTa31ZsOK,1OJtL0HRkMjGeeFwF5I_Oq65rTa31ZsOK-P179,2025.EIS.000090.kmz,"Directions from SQ Celsius Ltd. Unit-2,Jamirdia,Valuka,Mymensingh, Dhaka to 79MV+VGR, Dhaka - Mymensingh Rd, Bangladesh",B,2,TRUE,Joyna Bazar,90.3902703,24.3001427,0
1OJtL0HRkMjGeeFwF5I_Oq65rTa31ZsOK,1OJtL0HRkMjGeeFwF5I_Oq65rTa31ZsOK-P180,2025.EIS.000090.kmz,"Directions from SQ Celsius Ltd. Unit-2,Jamirdia,Valuka,Mymensingh, Dhaka to 79MV+VGR, Dhaka - Mymensingh Rd, Bangladesh",C,3,TRUE,"79MV+VGR, Dhaka - Mymensingh Rd, Bangladesh",90.3937603,24.2845806,0
1Q8Ax_GD9RJCIodWQLcJvUFIcoyQ98fvb,1Q8Ax_GD9RJCIodWQLcJvUFIcoyQ98fvb-P181,2025.EIS.000091.kmz,"Directions from Reliance Denim Industries., Sagorika Road By Lane, Chattogram to 8QWF+FXW, College Rd, Chittagong, Bangladesh",A,1,TRUE,"Reliance Denim Industries., Sagorika Road By Lane, Chattogram",91.7713163,22.3566719,0
1Q8Ax_GD9RJCIodWQLcJvUFIcoyQ98fvb,1Q8Ax_GD9RJCIodWQLcJvUFIcoyQ98fvb-P182,2025.EIS.000091.kmz,"Directions from Reliance Denim Industries., Sagorika Road By Lane, Chattogram to 8QWF+FXW, College Rd, Chittagong, Bangladesh",B,2,TRUE,"9Q4F+5MG, Sagorika Rd, Chittagong, Bangladesh",91.7740808,22.3555944,0
1Q8Ax_GD9RJCIodWQLcJvUFIcoyQ98fvb,1Q8Ax_GD9RJCIodWQLcJvUFIcoyQ98fvb-P183,2025.EIS.000091.kmz,"Directions from Reliance Denim Industries., Sagorika Road By Lane, Chattogram to 8QWF+FXW, College Rd, Chittagong, Bangladesh",C,3,TRUE,"8QWF+FXW, College Rd, Chittagong, Bangladesh",91.775024,22.3463734,0
1QAJx8wmtkYPNyoRH52UZC7UdRQZuIlgo,1QAJx8wmtkYPNyoRH52UZC7UdRQZuIlgo-P184,2025.EIS.000065.kmz,"Directions from Fakir Fashion Limited, Dhaka to Dumni, Dhaka",A,1,TRUE,"Fakir Fashion Limited, Dhaka",90.5874018,23.7839841,0
1QAJx8wmtkYPNyoRH52UZC7UdRQZuIlgo,1QAJx8wmtkYPNyoRH52UZC7UdRQZuIlgo-P185,2025.EIS.000065.kmz,"Directions from Fakir Fashion Limited, Dhaka to Dumni, Dhaka",B,2,TRUE,"Kanchan Bridge Toll Plaza, N105",90.5524287,23.8381703,0
1QAJx8wmtkYPNyoRH52UZC7UdRQZuIlgo,1QAJx8wmtkYPNyoRH52UZC7UdRQZuIlgo-P186,2025.EIS.000065.kmz,"Directions from Fakir Fashion Limited, Dhaka to Dumni, Dhaka",C,3,TRUE,"Dumni, Dhaka",90.4715056,23.8311352,0
1S50-cxMNx1Bl2TUyg4KQYQVj86uLOIVT,1S50-cxMNx1Bl2TUyg4KQYQVj86uLOIVT-P187,2026.EIS.000152.kmz,"Directions from 24.653320, 90.350802 to Bagan trishal, Bagan, Baghan, Mymensingh Division",A,1,TRUE,"24.653320, 90.350802",90.3507939,24.6533215,0
1S50-cxMNx1Bl2TUyg4KQYQVj86uLOIVT,1S50-cxMNx1Bl2TUyg4KQYQVj86uLOIVT-P188,2026.EIS.000152.kmz,"Directions from 24.653320, 90.350802 to Bagan trishal, Bagan, Baghan, Mymensingh Division",B,2,TRUE,"24.627500, 90.392214",90.392185,24.6273805,0
1S50-cxMNx1Bl2TUyg4KQYQVj86uLOIVT,1S50-cxMNx1Bl2TUyg4KQYQVj86uLOIVT-P189,2026.EIS.000152.kmz,"Directions from 24.653320, 90.350802 to Bagan trishal, Bagan, Baghan, Mymensingh Division",C,3,TRUE,"Bagan trishal, Bagan, Baghan, Mymensingh Division",90.4039068,24.5483485,0
1TwI9QszaE6fqxD7HyUQeQr27FuAGUnXX,1TwI9QszaE6fqxD7HyUQeQr27FuAGUnXX-P190,2025.EIS.BEPZA.000015.kmz,"Directions from 7QVQ+68C, F.M Sawdagar Rd, Chittagong, Bangladesh to Technical Apparels (Pvt.) Ltd., Chattogram",A,1,TRUE,"7QVQ+68C, F.M Sawdagar Rd, Chittagong, Bangladesh",91.7885532,22.2927653,0
1TwI9QszaE6fqxD7HyUQeQr27FuAGUnXX,1TwI9QszaE6fqxD7HyUQeQr27FuAGUnXX-P191,2025.EIS.BEPZA.000015.kmz,"Directions from 7QVQ+68C, F.M Sawdagar Rd, Chittagong, Bangladesh to Technical Apparels (Pvt.) Ltd., Chattogram",B,2,TRUE,"Universal Jeans Ltd., Chattogram",91.7778161,22.2961659,0
1TwI9QszaE6fqxD7HyUQeQr27FuAGUnXX,1TwI9QszaE6fqxD7HyUQeQr27FuAGUnXX-P192,2025.EIS.BEPZA.000015.kmz,"Directions from 7QVQ+68C, F.M Sawdagar Rd, Chittagong, Bangladesh to Technical Apparels (Pvt.) Ltd., Chattogram",C,3,TRUE,"Technical Apparels (Pvt.) Ltd., Chattogram",91.7735244,22.2968616,0
1U8DNfDObvebqd0XUeR8HPdJhlWkygaa5,1U8DNfDObvebqd0XUeR8HPdJhlWkygaa5-P193,2025.EIS.000102.kmz,"Directions from Latifpur School Rd, Chattogram 4317, Bangladesh to 9Q7H+729, Chattogram 4217, Bangladesh",A,1,TRUE,"Latifpur School Rd, Chattogram 4317, Bangladesh",91.7605914,22.3780882,0
1U8DNfDObvebqd0XUeR8HPdJhlWkygaa5,1U8DNfDObvebqd0XUeR8HPdJhlWkygaa5-P194,2025.EIS.000102.kmz,"Directions from Latifpur School Rd, Chattogram 4317, Bangladesh to 9Q7H+729, Chattogram 4217, Bangladesh",B,2,TRUE,"9Q8H+36V, Dhaka - Chittagong Hwy, Chittagong 4217, Bangladesh",91.7777173,22.3651859,0
1U8DNfDObvebqd0XUeR8HPdJhlWkygaa5,1U8DNfDObvebqd0XUeR8HPdJhlWkygaa5-P195,2025.EIS.000102.kmz,"Directions from Latifpur School Rd, Chattogram 4317, Bangladesh to 9Q7H+729, Chattogram 4217, Bangladesh",C,3,TRUE,"9Q7H+729, Chattogram 4217, Bangladesh",91.7781378,22.3635297,0
1U__gW5E6p2LWYfWgztAXf-rKIHx4-K1c,1U__gW5E6p2LWYfWgztAXf-rKIHx4-K1c-P196,EIS.2025.SP.000036.kmz,"Directions from Orient Allure Lingerie Ltd, Orient Allure Lingerie Ltd, কোনাবাড়ী কলেজ রোড, Konabari to 2877+8QP, Jailkhana Road, Konabari, Bangladesh",A,1,TRUE,"Orient Allure Lingerie Ltd, Orient Allure Lingerie Ltd, কোনাবাড়ী কলেজ রোড, Konabari",90.3084937,24.0123731,0
1U__gW5E6p2LWYfWgztAXf-rKIHx4-K1c,1U__gW5E6p2LWYfWgztAXf-rKIHx4-K1c-P197,EIS.2025.SP.000036.kmz,"Directions from Orient Allure Lingerie Ltd, Orient Allure Lingerie Ltd, কোনাবাড়ী কলেজ রোড, Konabari to 2877+8QP, Jailkhana Road, Konabari, Bangladesh",B,2,TRUE,"2876+5RJ, Konabari, Bangladesh",90.311828,24.012371,0
1U__gW5E6p2LWYfWgztAXf-rKIHx4-K1c,1U__gW5E6p2LWYfWgztAXf-rKIHx4-K1c-P198,EIS.2025.SP.000036.kmz,"Directions from Orient Allure Lingerie Ltd, Orient Allure Lingerie Ltd, কোনাবাড়ী কলেজ রোড, Konabari to 2877+8QP, Jailkhana Road, Konabari, Bangladesh",C,3,TRUE,"2877+8QP, Jailkhana Road, Konabari, Bangladesh",90.3143298,24.0132453,0
1VLoIUmpm6onWe-fmCX-ZkJ4aLntkjyX5,1VLoIUmpm6onWe-fmCX-ZkJ4aLntkjyX5-P199,2026.EIS.000143.kmz,"Directions from Chorka Textile Ltd. to VHGH+2VR, Kurial Rd, Bholabo Union, Bangladesh",A,1,TRUE,Chorka Textile Ltd.,90.5740405,23.8973193,0
1VLoIUmpm6onWe-fmCX-ZkJ4aLntkjyX5,1VLoIUmpm6onWe-fmCX-ZkJ4aLntkjyX5-P200,2026.EIS.000143.kmz,"Directions from Chorka Textile Ltd. to VHGH+2VR, Kurial Rd, Bholabo Union, Bangladesh",B,2,TRUE,"WH2P+2H3, Bangladesh",90.5864282,23.9004517,0
1VLoIUmpm6onWe-fmCX-ZkJ4aLntkjyX5,1VLoIUmpm6onWe-fmCX-ZkJ4aLntkjyX5-P201,2026.EIS.000143.kmz,"Directions from Chorka Textile Ltd. to VHGH+2VR, Kurial Rd, Bholabo Union, Bangladesh",C,3,TRUE,"VHGH+2VR, Kurial Rd, Bholabo Union, Bangladesh",90.5795551,23.8749845,0
1X7-mO2w1mIGGUEOTf_9T6GjAkja-w2jk,1X7-mO2w1mIGGUEOTf_9T6GjAkja-w2jk-P202,2024.EIS.000044.kmz,"Directions from Nambihin Rasta, Bangladesh to Tarasima Apparels Limited, N5, Manikganj",A,1,TRUE,"Nambihin Rasta, Bangladesh",89.7788294,23.85004,0
1X7-mO2w1mIGGUEOTf_9T6GjAkja-w2jk,1X7-mO2w1mIGGUEOTf_9T6GjAkja-w2jk-P203,2024.EIS.000044.kmz,"Directions from Nambihin Rasta, Bangladesh to Tarasima Apparels Limited, N5, Manikganj",B,2,TRUE,"Bara Boali Bridge, Dhaka - Aricha Highway",89.7970778,23.839774,0
1X7-mO2w1mIGGUEOTf_9T6GjAkja-w2jk,1X7-mO2w1mIGGUEOTf_9T6GjAkja-w2jk-P204,2024.EIS.000044.kmz,"Directions from Nambihin Rasta, Bangladesh to Tarasima Apparels Limited, N5, Manikganj",C,3,TRUE,"Tarasima Apparels Limited, N5, Manikganj",90.0517183,23.9056592,0
1YGGZV1SXwdqiI4-7QaGCdeS1R-kuQrDO,1YGGZV1SXwdqiI4-7QaGCdeS1R-kuQrDO-P205,2026.EIS.000132.kmz,"Directions from Blue Planet Knitwear Limited, Tengra to bhuiya store ভূইয়া স্টোর, Mawna",A,1,TRUE,"Blue Planet Knitwear Limited, Tengra",90.4166022,24.2306973,0
1YGGZV1SXwdqiI4-7QaGCdeS1R-kuQrDO,1YGGZV1SXwdqiI4-7QaGCdeS1R-kuQrDO-P206,2026.EIS.000132.kmz,"Directions from Blue Planet Knitwear Limited, Tengra to bhuiya store ভূইয়া স্টোর, Mawna",B,2,TRUE,"Chairman Bari Masjid, Mawna",90.4161657,24.2259921,0
1YGGZV1SXwdqiI4-7QaGCdeS1R-kuQrDO,1YGGZV1SXwdqiI4-7QaGCdeS1R-kuQrDO-P207,2026.EIS.000132.kmz,"Directions from Blue Planet Knitwear Limited, Tengra to bhuiya store ভূইয়া স্টোর, Mawna",C,3,TRUE,"bhuiya store ভূইয়া স্টোর, Mawna",90.4165514,24.2237495,0
1Z4zJCINJXb8txcYs_J3zgLstsnyiUnNF,1Z4zJCINJXb8txcYs_J3zgLstsnyiUnNF-P208,2026.EIS.000140.kmz,"Directions from B-65/3,Lakuriapara, 1350, Dhamrai 1350 to 23.901720, 90.193149",A,1,TRUE,"B-65/3,Lakuriapara, 1350, Dhamrai 1350",90.2128176,23.9149586,0
1Z4zJCINJXb8txcYs_J3zgLstsnyiUnNF,1Z4zJCINJXb8txcYs_J3zgLstsnyiUnNF-P209,2026.EIS.000140.kmz,"Directions from B-65/3,Lakuriapara, 1350, Dhamrai 1350 to 23.901720, 90.193149",B,2,TRUE,"W56V+2GG, Dhaka-Aricha Hwy",90.1938231,23.9100419,0
1Z4zJCINJXb8txcYs_J3zgLstsnyiUnNF,1Z4zJCINJXb8txcYs_J3zgLstsnyiUnNF-P210,2026.EIS.000140.kmz,"Directions from B-65/3,Lakuriapara, 1350, Dhamrai 1350 to 23.901720, 90.193149",C,3,TRUE,"23.901720, 90.193149",90.1931715,23.9017204,0
1aCGQAuPKMLjws8DEbBjkhVp1G-FVRj_5,1aCGQAuPKMLjws8DEbBjkhVp1G-FVRj_5-P211,2025.EIS.000061.kmz,"Directions from Colotex Apparel Limited- কলোটেক্স এ্যাপারেল লিমিটেড, Gazipur to Telipara, Gazipur",A,1,TRUE,"Colotex Apparel Limited- কলোটেক্স এ্যাপারেল লিমিটেড, Gazipur",90.3845102,24.0182957,0
1aCGQAuPKMLjws8DEbBjkhVp1G-FVRj_5,1aCGQAuPKMLjws8DEbBjkhVp1G-FVRj_5-P212,2025.EIS.000061.kmz,"Directions from Colotex Apparel Limited- কলোটেক্স এ্যাপারেল লিমিটেড, Gazipur to Telipara, Gazipur",B,2,TRUE,"Teknagopara,Behind S S Filling Station, Gazipur",90.3831964,24.0049259,0
1aCGQAuPKMLjws8DEbBjkhVp1G-FVRj_5,1aCGQAuPKMLjws8DEbBjkhVp1G-FVRj_5-P213,2025.EIS.000061.kmz,"Directions from Colotex Apparel Limited- কলোটেক্স এ্যাপারেল লিমিটেড, Gazipur to Telipara, Gazipur",C,3,TRUE,"Telipara, Gazipur",90.3854164,23.9963195,0
1arQJKkJbM3U5rOEwbBPZ7FK_q69oE1uo,1arQJKkJbM3U5rOEwbBPZ7FK_q69oE1uo-P214,2026.EIS.000156.kmz,"Directions from Seedstore Bazar, Dhaka - Mymensingh Road, ঢাকা to Sultana Sweaters Limited (Labib Group)",A,1,TRUE,"Seedstore Bazar, Dhaka - Mymensingh Road, ঢাকা",90.3769948,24.3319774,0
1arQJKkJbM3U5rOEwbBPZ7FK_q69oE1uo,1arQJKkJbM3U5rOEwbBPZ7FK_q69oE1uo-P215,2026.EIS.000156.kmz,"Directions from Seedstore Bazar, Dhaka - Mymensingh Road, ঢাকা to Sultana Sweaters Limited (Labib Group)",B,2,TRUE,"89QF+VJ, Awalatuli, Bangladesh",90.3742167,24.3397976,0
1arQJKkJbM3U5rOEwbBPZ7FK_q69oE1uo,1arQJKkJbM3U5rOEwbBPZ7FK_q69oE1uo-P216,2026.EIS.000156.kmz,"Directions from Seedstore Bazar, Dhaka - Mymensingh Road, ঢাকা to Sultana Sweaters Limited (Labib Group)",C,3,TRUE,Sultana Sweaters Limited (Labib Group),90.3738477,24.3515915,0
1boVZ3nc1NEqxQAODMQTptYe7gvshW3P2,1boVZ3nc1NEqxQAODMQTptYe7gvshW3P2-P217,2025.EIS.000114.kmz,"Directions from JHXP+V44, Sonargaon, Bangladesh to JHXQ+2QP, Sonargaon, Bangladesh",A,1,TRUE,"JHXP+V44, Sonargaon, Bangladesh",90.5850756,23.6494952,0
1boVZ3nc1NEqxQAODMQTptYe7gvshW3P2,1boVZ3nc1NEqxQAODMQTptYe7gvshW3P2-P218,2025.EIS.000114.kmz,"Directions from JHXP+V44, Sonargaon, Bangladesh to JHXQ+2QP, Sonargaon, Bangladesh",B,2,TRUE,"JHXP+H7X, N1, Sonargaon, Bangladesh",90.5855875,23.6491935,0
1boVZ3nc1NEqxQAODMQTptYe7gvshW3P2,1boVZ3nc1NEqxQAODMQTptYe7gvshW3P2-P219,2025.EIS.000114.kmz,"Directions from JHXP+V44, Sonargaon, Bangladesh to JHXQ+2QP, Sonargaon, Bangladesh",C,3,TRUE,"JHXQ+2QP, Sonargaon, Bangladesh",90.5897318,23.6474875,0
1eeaapX4S0W2eq_p9qhfFthhDnTamnxX0,1eeaapX4S0W2eq_p9qhfFthhDnTamnxX0-P220,2026.EIS.000126.kmz,Directions from Delowar Company Jame Masjid to Chattogram Asian Apparels Ltd,A,1,TRUE,Delowar Company Jame Masjid,91.8272667,22.3937293,0
