Map Key,Point Key,File,Layer,Marker,Stop Number,Is Direction Stop,Point Name,Longitude,Latitude,Altitude
16APjkFTwLeEOooB0TMQXRkeo7Mx8Dpv1,16APjkFTwLeEOooB0TMQXRkeo7Mx8Dpv1-P68,2026.EIS.000127.kmz,"Directions from ambag, Ambag Road, Konabari to Fashion Summit Ltd.",B,2,TRUE,"285G+V2G, BSCIC Main Rd, Konabari, Bangladesh",90.3250398,24.0097103,0
16APjkFTwLeEOooB0TMQXRkeo7Mx8Dpv1,16APjkFTwLeEOooB0TMQXRkeo7Mx8Dpv1-P69,2026.EIS.000127.kmz,"Directions from ambag, Ambag Road, Konabari to Fashion Summit Ltd.",C,3,TRUE,Fashion Summit Ltd.,90.3250333,24.009641,0
16x36mhOF7yQ3lB9aoqi372i3FxF7WPty,16x36mhOF7yQ3lB9aoqi372i3FxF7WPty-P70,2026.EIS.000150.kmz,"Directions from 23.798693, 90.267981 to Q7V9+Q2V, Hemayetpur, Bangladesh",A,1,TRUE,"23.798693, 90.267981",90.2679901,23.798695,0
16x36mhOF7yQ3lB9aoqi372i3FxF7WPty,16x36mhOF7yQ3lB9aoqi372i3FxF7WPty-P71,2026.EIS.000150.kmz,"Directions from 23.798693, 90.267981 to Q7V9+Q2V, Hemayetpur, Bangladesh",B,2,TRUE,"R727+M4J, Hemayetpur, Bangladesh",90.2627456,23.8016154,0
16x36mhOF7yQ3lB9aoqi372i3FxF7WPty,16x36mhOF7yQ3lB9aoqi372i3FxF7WPty-P72,2026.EIS.000150.kmz,"Directions from 23.798693, 90.267981 to Q7V9+Q2V, Hemayetpur, Bangladesh",C,3,TRUE,"Q7V9+Q2V, Hemayetpur, Bangladesh",90.2673902,23.7943596,0
17Qvd7aZ2nxCuETXcLxtPFJSmBmjtc7Pb,17Qvd7aZ2nxCuETXcLxtPFJSmBmjtc7Pb-P73,2025.EIS.000111.kmz,"Directions from International Classic Composite Ltd. (ICCL) to 23.99437195257282, 90.34847184417276",A,1,TRUE,International Classic Composite Ltd. (ICCL),90.3561445,23.9911834,0
17Qvd7aZ2nxCuETXcLxtPFJSmBmjtc7Pb,17Qvd7aZ2nxCuETXcLxtPFJSmBmjtc7Pb-P74,2025.EIS.000111.kmz,"Directions from International Classic Composite Ltd. (ICCL) to 23.99437195257282, 90.34847184417276",B,2,TRUE,"23.994438608174015, 90.34971478280174",90.3497342,23.9944626,0
17Qvd7aZ2nxCuETXcLxtPFJSmBmjtc7Pb,17Qvd7aZ2nxCuETXcLxtPFJSmBmjtc7Pb-P75,2025.EIS.000111.kmz,"Directions from International Classic Composite Ltd. (ICCL) to 23.99437195257282, 90.34847184417276",C,3,TRUE,"23.99437195257282, 90.34847184417276",90.3485022,23.9943871,0
17nHv3TU2kFdsG_lBSGkjyJfZtbILS_G-,17nHv3TU2kFdsG_lBSGkjyJfZtbILS_G--P76,2025.EIS.000069.kmz,"Directions from Graphics Textiles Limited, N 5, Dhamrai to Jadabpur,Union Council, Road, Dhantara",A,1,TRUE,"Graphics Textiles Limited, N 5, Dhamrai",90.1245166,23.9195238,0
17nHv3TU2kFdsG_lBSGkjyJfZtbILS_G-,17nHv3TU2kFdsG_lBSGkjyJfZtbILS_G--P77,2025.EIS.000069.kmz,"Directions from Graphics Textiles Limited, N 5, Dhamrai to Jadabpur,Union Council, Road, Dhantara",B,2,TRUE,"236H+2XH, Balia, Bangladesh",90.0798044,24.0099932,0
17nHv3TU2kFdsG_lBSGkjyJfZtbILS_G-,17nHv3TU2kFdsG_lBSGkjyJfZtbILS_G--P78,2025.EIS.000069.kmz,"Directions from Graphics Textiles Limited, N 5, Dhamrai to Jadabpur,Union Council, Road, Dhantara",C,3,TRUE,"Jadabpur,Union Council, Road, Dhantara",90.1386323,24.0182875,0
17x-VjBinSxoBiehRWRrtRBGYE98EGpxy,17x-VjBinSxoBiehRWRrtRBGYE98EGpxy-P79,2026.EIS.BEPZA.000022.kmz,"Directions from Hop Yick (BD) Ltd., Baipayl to Hazi Omer Ali School and College",A,1,TRUE,"Hop Yick (BD) Ltd., Baipayl",90.2679689,23.9490725,0
17x-VjBinSxoBiehRWRrtRBGYE98EGpxy,17x-VjBinSxoBiehRWRrtRBGYE98EGpxy-P80,2026.EIS.BEPZA.000022.kmz,"Directions from Hop Yick (BD) Ltd., Baipayl to Hazi Omer Ali School and College",B,2,TRUE,"Fountain Garments Mfg. Ltd., Kaicha Bari Road, Baipayl",90.2724438,23.9442873,0
17x-VjBinSxoBiehRWRrtRBGYE98EGpxy,17x-VjBinSxoBiehRWRrtRBGYE98EGpxy-P81,2026.EIS.BEPZA.000022.kmz,"Directions from Hop Yick (BD) Ltd., Baipayl to Hazi Omer Ali School and College",C,3,TRUE,Hazi Omer Ali School and College,90.2757261,23.9442651,0
18XGzamBIiqdFDptLDV7XAaC5dLsuxzxJ,18XGzamBIiqdFDptLDV7XAaC5dLsuxzxJ-P82,2025.EIS.000105.kmz,"Directions from 24.275708, 90.386438 to Farseeing Knit Composite Ltd.",A,1,TRUE,"24.275708, 90.386438",90.3864893,24.275708,0
18XGzamBIiqdFDptLDV7XAaC5dLsuxzxJ,18XGzamBIiqdFDptLDV7XAaC5dLsuxzxJ-P83,2025.EIS.000105.kmz,"Directions from 24.275708, 90.386438 to Farseeing Knit Composite Ltd.",B,2,TRUE,"Faridpur, Farching Road, 798W+JMH, Bangladesh",90.3966513,24.2664866,0
18XGzamBIiqdFDptLDV7XAaC5dLsuxzxJ,18XGzamBIiqdFDptLDV7XAaC5dLsuxzxJ-P84,2025.EIS.000105.kmz,"Directions from 24.275708, 90.386438 to Farseeing Knit Composite Ltd.",C,3,TRUE,Farseeing Knit Composite Ltd.,90.401789,24.2646531,0
18oTB5RG6FnD1cB_NPL3dQlkhz3kjAnhU,18oTB5RG6FnD1cB_NPL3dQlkhz3kjAnhU-P85,2025.EIS.000119.kmz,"Directions from Orient Allure Lingerie Ltd, Orient Allure Lingerie Ltd, কোনাবাড়ী কলেজ রোড, Konabari to 2876+G2V, Bangladesh",A,1,TRUE,"Orient Allure Lingerie Ltd, Orient Allure Lingerie Ltd, কোনাবাড়ী কলেজ রোড, Konabari",90.3098726,24.0120439,0
18oTB5RG6FnD1cB_NPL3dQlkhz3kjAnhU,18oTB5RG6FnD1cB_NPL3dQlkhz3kjAnhU-P86,2025.EIS.000119.kmz,"Directions from Orient Allure Lingerie Ltd, Orient Allure Lingerie Ltd, কোনাবাড়ী কলেজ রোড, Konabari to 2876+G2V, Bangladesh",B,2,TRUE,"2875+7W5, Dhaka - Tangail Hwy, Konabari 1700, Bangladesh",90.3102713,24.0131209,0
18oTB5RG6FnD1cB_NPL3dQlkhz3kjAnhU,18oTB5RG6FnD1cB_NPL3dQlkhz3kjAnhU-P87,2025.EIS.000119.kmz,"Directions from Orient Allure Lingerie Ltd, Orient Allure Lingerie Ltd, কোনাবাড়ী কলেজ রোড, Konabari to 2876+G2V, Bangladesh",C,3,TRUE,"2876+G2V, Bangladesh",90.3097708,24.0138731,0
1AGH3tHAstVb7E-0Omdp7VGhCh0D0JPrG,1AGH3tHAstVb7E-0Omdp7VGhCh0D0JPrG-P88,2025.EIS.000089.kmz,"Directions from Unimas Sportswear Limited, Bagbari to 23.9295085, 90.2611603",A,1,TRUE,"Unimas Sportswear Limited, Bagbari",90.3131367,23.9564056,0
1AGH3tHAstVb7E-0Omdp7VGhCh0D0JPrG,1AGH3tHAstVb7E-0Omdp7VGhCh0D0JPrG-P89,2025.EIS.000089.kmz,"Directions from Unimas Sportswear Limited, Bagbari to 23.9295085, 90.2611603",B,2,TRUE,"W7PV+Q2J, Dhaka - Ashulia Hwy, Jamgora, Bangladesh",90.2924337,23.9368721,0
1AGH3tHAstVb7E-0Omdp7VGhCh0D0JPrG,1AGH3tHAstVb7E-0Omdp7VGhCh0D0JPrG-P90,2025.EIS.000089.kmz,"Directions from Unimas Sportswear Limited, Bagbari to 23.9295085, 90.2611603",C,3,TRUE,"23.9295085, 90.2611603",90.2611605,23.9295099,0
1B9lq5R2tqgB44KlbnBXKobE9vq2HScQX,1B9lq5R2tqgB44KlbnBXKobE9vq2HScQX-P91,2026.EIS.000129.kmz,"Directions from V4CW+6RQ Rouha Jame Mosque, Rouha Bazaar Road, Rouha, Bangladesh to snowtex sportswear ltd",A,1,TRUE,"V4CW+6RQ Rouha Jame Mosque, Rouha Bazaar Road, Rouha, Bangladesh",90.1469645,23.8705232,0
1B9lq5R2tqgB44KlbnBXKobE9vq2HScQX,1B9lq5R2tqgB44KlbnBXKobE9vq2HScQX-P92,2026.EIS.000129.kmz,"Directions from V4CW+6RQ Rouha Jame Mosque, Rouha Bazaar Road, Rouha, Bangladesh to snowtex sportswear ltd",B,2,TRUE,Momo Fashions Ltd.,90.1810327,23.9118735,0
1B9lq5R2tqgB44KlbnBXKobE9vq2HScQX,1B9lq5R2tqgB44KlbnBXKobE9vq2HScQX-P93,2026.EIS.000129.kmz,"Directions from V4CW+6RQ Rouha Jame Mosque, Rouha Bazaar Road, Rouha, Bangladesh to snowtex sportswear ltd",C,3,TRUE,snowtex sportswear ltd,90.2072651,23.9102364,0
1BdGBxpedd2NKnjSU0YInSO_T51wJ9Cn8,1BdGBxpedd2NKnjSU0YInSO_T51wJ9Cn8-P94,2025.EIS.000079.kmz,"Directions from Wisdom Attires Limited, Narayanganj to East lalpur, Narayanganj, Bangladesh",A,1,TRUE,"Wisdom Attires Limited, Narayanganj",90.4778318,23.6453341,0
1BdGBxpedd2NKnjSU0YInSO_T51wJ9Cn8,1BdGBxpedd2NKnjSU0YInSO_T51wJ9Cn8-P95,2025.EIS.000079.kmz,"Directions from Wisdom Attires Limited, Narayanganj to East lalpur, Narayanganj, Bangladesh",B,2,TRUE,"Shibu Market, Narayanganj",90.4815441,23.642266,0
1BdGBxpedd2NKnjSU0YInSO_T51wJ9Cn8,1BdGBxpedd2NKnjSU0YInSO_T51wJ9Cn8-P96,2025.EIS.000079.kmz,"Directions from Wisdom Attires Limited, Narayanganj to East lalpur, Narayanganj, Bangladesh",C,3,TRUE,"East lalpur, Narayanganj, Bangladesh",90.4836358,23.6397485,0
1CVDauI6Mj34t93EY8CfVcLCt_a1yKEHI,1CVDauI6Mj34t93EY8CfVcLCt_a1yKEHI-P97,2025.EIS.000113.kmz,"Directions from bandia, Bhaluka 2240 to Green textile limited bhaluka",A,1,TRUE,"bandia, Bhaluka 2240",90.3866213,24.4079259,0
1CVDauI6Mj34t93EY8CfVcLCt_a1yKEHI,1CVDauI6Mj34t93EY8CfVcLCt_a1yKEHI-P98,2025.EIS.000113.kmz,"Directions from bandia, Bhaluka 2240 to Green textile limited bhaluka",B,2,TRUE,"bandia Meduary,Bhaluka,Mymenshingh",90.3277095,24.4407649,0
1CVDauI6Mj34t93EY8CfVcLCt_a1yKEHI,1CVDauI6Mj34t93EY8CfVcLCt_a1yKEHI-P99,2025.EIS.000113.kmz,"Directions from bandia, Bhaluka 2240 to Green textile limited bhaluka",C,3,TRUE,Green textile limited bhaluka,90.3383784,24.4453405,0
1Crk7BckM3RR1Yv_7PebAusiogD_ihpp-,1Crk7BckM3RR1Yv_7PebAusiogD_ihpp--P100,2025.EIS.000100.kmz,"Directions from Square DenimS Limited to 99R9+WCW, Dhamsur, Bangladesh",A,1,TRUE,Square DenimS Limited,90.3739299,24.3197473,0
1Crk7BckM3RR1Yv_7PebAusiogD_ihpp-,1Crk7BckM3RR1Yv_7PebAusiogD_ihpp--P101,2025.EIS.000100.kmz,"Directions from Square DenimS Limited to 99R9+WCW, Dhamsur, Bangladesh",B,2,TRUE,"Dhaka - Mymensingh Rd, Bangladesh",90.3749323,24.3548717,0
1Crk7BckM3RR1Yv_7PebAusiogD_ihpp-,1Crk7BckM3RR1Yv_7PebAusiogD_ihpp--P102,2025.EIS.000100.kmz,"Directions from Square DenimS Limited to 99R9+WCW, Dhamsur, Bangladesh",C,3,TRUE,"99R9+WCW, Dhamsur, Bangladesh",90.3690042,24.3919671,0
1DC-taRqhNiafUL8TKCyAiEYnOqxv5FMV,1DC-taRqhNiafUL8TKCyAiEYnOqxv5FMV-P103,2025.EIS.000101.kmz,"Directions from R7H4+6PC, Rajabari Rd, Savar, Bangladesh to R7H5+282, N5, Savar, Bangladesh",A,1,TRUE,"R7H4+6PC, Rajabari Rd, Savar, Bangladesh",90.2564864,23.8280506,0
1DC-taRqhNiafUL8TKCyAiEYnOqxv5FMV,1DC-taRqhNiafUL8TKCyAiEYnOqxv5FMV-P104,2025.EIS.000101.kmz,"Directions from R7H4+6PC, Rajabari Rd, Savar, Bangladesh to R7H5+282, N5, Savar, Bangladesh",B,2,TRUE,"Ulail Bridge, Savar, Bangladesh",90.258385,23.8281947,0
1DC-taRqhNiafUL8TKCyAiEYnOqxv5FMV,1DC-taRqhNiafUL8TKCyAiEYnOqxv5FMV-P105,2025.EIS.000101.kmz,"Directions from R7H4+6PC, Rajabari Rd, Savar, Bangladesh to R7H5+282, N5, Savar, Bangladesh",C,3,TRUE,"R7H5+282, N5, Savar, Bangladesh",90.2585327,23.8276127,0
1EzRLgWjauveDKddFo6Z6JQ1gJPDr79t4,1EzRLgWjauveDKddFo6Z6JQ1gJPDr79t4-P106,2025.EIS.000080.kmz,"Directions from How Are You Textile Industry Ltd., Dhaka - Mymensingh Highway, Mawna to মেঘলাল",A,1,TRUE,"How Are You Textile Industry Ltd., Dhaka - Mymensingh Highway, Mawna",90.4279349,24.1866741,0
1EzRLgWjauveDKddFo6Z6JQ1gJPDr79t4,1EzRLgWjauveDKddFo6Z6JQ1gJPDr79t4-P107,2025.EIS.000080.kmz,"Directions from How Are You Textile Industry Ltd., Dhaka - Mymensingh Highway, Mawna to মেঘলাল",B,2,TRUE,"38H9+V62, Gazipur 1750, Bangladesh",90.317927,24.0795304,0
1EzRLgWjauveDKddFo6Z6JQ1gJPDr79t4,1EzRLgWjauveDKddFo6Z6JQ1gJPDr79t4-P108,2025.EIS.000080.kmz,"Directions from How Are You Textile Industry Ltd., Dhaka - Mymensingh Highway, Mawna to মেঘলাল",C,3,TRUE,মেঘলাল,90.3100072,24.0350769,0
1FdNwDQ9nUVN52n5TQNuoEanUdnXot4bJ,1FdNwDQ9nUVN52n5TQNuoEanUdnXot4bJ-P109,2025.EIS.BEPZA.000005.kmz,"Directions from Kolshir Dighir Par, Chattogram to 7QPG+C6 Chattogram",A,1,TRUE,"Kolshir Dighir Par, Chattogram",91.7778286,22.3010361,0
1FdNwDQ9nUVN52n5TQNuoEanUdnXot4bJ,1FdNwDQ9nUVN52n5TQNuoEanUdnXot4bJ-P110,2025.EIS.BEPZA.000005.kmz,"Directions from Kolshir Dighir Par, Chattogram to 7QPG+C6 Chattogram",B,2,TRUE,7QQH+X5 Chattogram,91.7775466,22.2899147,0
1FdNwDQ9nUVN52n5TQNuoEanUdnXot4bJ,1FdNwDQ9nUVN52n5TQNuoEanUdnXot4bJ-P111,2025.EIS.BEPZA.000005.kmz,"Directions from Kolshir Dighir Par, Chattogram to 7QPG+C6 Chattogram",C,3,TRUE,7QPG+C6 Chattogram,91.7748856,22.2860219,0
1GR-YHFbhLt7aLhWX2NuNHOzDZEoQq10D,1GR-YHFbhLt7aLhWX2NuNHOzDZEoQq10D-P112,2024.EIS.000041.kmz,"Directions from বিশ্বাসপাড়া বায়তুন নুর কেন্দ্রীয় জামে মসজিদ to Sterling Designs Ltd. (STANDARD GROUP), N4",A,1,TRUE,বিশ্বাসপাড়া বায়তুন নুর কেন্দ্রীয় জামে মসজিদ,90.2631106,24.0296795,0
1GR-YHFbhLt7aLhWX2NuNHOzDZEoQq10D,1GR-YHFbhLt7aLhWX2NuNHOzDZEoQq10D-P113,2024.EIS.000041.kmz,"Directions from বিশ্বাসপাড়া বায়তুন নুর কেন্দ্রীয় জামে মসজিদ to Sterling Designs Ltd. (STANDARD GROUP), N4",B,2,TRUE,"আনসার একাডেমি ২ নং গেট, Dhaka - Tangail Highway",90.2654648,24.0303699,0
1GR-YHFbhLt7aLhWX2NuNHOzDZEoQq10D,1GR-YHFbhLt7aLhWX2NuNHOzDZEoQq10D-P114,2024.EIS.000041.kmz,"Directions from বিশ্বাসপাড়া বায়তুন নুর কেন্দ্রীয় জামে মসজিদ to Sterling Designs Ltd. (STANDARD GROUP), N4",C,3,TRUE,"Sterling Designs Ltd. (STANDARD GROUP), N4",90.2625727,24.0326215,0
1GfaRfLJnIIKQEZW94VCjBwPFj-S8jBG7,1GfaRfLJnIIKQEZW94VCjBwPFj-S8jBG7-P115,2025.EIS.000071.kmz,"Directions from Trust Knitwear Industries Limited, Road, Gazipur to 5CJG+9HR, Mawna, Bangladesh",A,1,TRUE,"Trust Knitwear Industries Limited, Road, Gazipur",90.4043986,24.1524135,0
1GfaRfLJnIIKQEZW94VCjBwPFj-S8jBG7,1GfaRfLJnIIKQEZW94VCjBwPFj-S8jBG7-P116,2025.EIS.000071.kmz,"Directions from Trust Knitwear Industries Limited, Road, Gazipur to 5CJG+9HR, Mawna, Bangladesh",B,2,TRUE,"Miracle Industries Limited, Dhaka - Mymensingh Hwy, Mawna 1740, Bangladesh",90.4249993,24.1958391,0
1GfaRfLJnIIKQEZW94VCjBwPFj-S8jBG7,1GfaRfLJnIIKQEZW94VCjBwPFj-S8jBG7-P117,2025.EIS.000071.kmz,"Directions from Trust Knitwear Industries Limited, Road, Gazipur to 5CJG+9HR, Mawna, Bangladesh",C,3,TRUE,"5CJG+9HR, Mawna, Bangladesh",90.4271488,24.1811581,0
1Gs3Qrt-2V7M-shMmHQWMiLDKAT3fVQpr,1Gs3Qrt-2V7M-shMmHQWMiLDKAT3fVQpr-P118,2026.EIS.BEPZA.000023.kmz,"Directions from Youngone Hi-Tech Sportswear Ind. Ltd., Youngone hi-tech, Baipayl to Unil Darul Ulum islamia Alim Madrasha",A,1,TRUE,"Youngone Hi-Tech Sportswear Ind. Ltd., Youngone hi-tech, Baipayl",90.2706929,23.9519806,0
1Gs3Qrt-2V7M-shMmHQWMiLDKAT3fVQpr,1Gs3Qrt-2V7M-shMmHQWMiLDKAT3fVQpr-P119,2026.EIS.BEPZA.000023.kmz,"Directions from Youngone Hi-Tech Sportswear Ind. Ltd., Youngone hi-tech, Baipayl to Unil Darul Ulum islamia Alim Madrasha",B,2,TRUE,"X63P+HM4, Bangladesh",90.2344792,23.95382,0
1Gs3Qrt-2V7M-shMmHQWMiLDKAT3fVQpr,1Gs3Qrt-2V7M-shMmHQWMiLDKAT3fVQpr-P120,2026.EIS.BEPZA.000023.kmz,"Directions from Youngone Hi-Tech Sportswear Ind. Ltd., Youngone hi-tech, Baipayl to Unil Darul Ulum islamia Alim Madrasha",C,3,TRUE,Unil Darul Ulum islamia Alim Madrasha,90.2260308,23.9529162,0
1HFLjP6fOv7Fs4ljnd33wn5oYy8sz7VHn,1HFLjP6fOv7Fs4ljnd33wn5oYy8sz7VHn-P121,EIS.2026.SP.000060.kmz,"Directions from X9HF+GCQ, Gazipur, Bangladesh to Meditex Industries Ltd., 913",A,1,TRUE,"X9HF+GCQ, Gazipur, Bangladesh",90.3735347,23.9788672,0
1HFLjP6fOv7Fs4ljnd33wn5oYy8sz7VHn,1HFLjP6fOv7Fs4ljnd33wn5oYy8sz7VHn-P122,EIS.2026.SP.000060.kmz,"Directions from X9HF+GCQ, Gazipur, Bangladesh to Meditex Industries Ltd., 913",B,2,TRUE,"X9Q5+R9J, Joydevpur - Tangail Hwy, Gazipur, Bangladesh",90.358546,23.9891137,0
1HFLjP6fOv7Fs4ljnd33wn5oYy8sz7VHn,1HFLjP6fOv7Fs4ljnd33wn5oYy8sz7VHn-P123,EIS.2026.SP.000060.kmz,"Directions from X9HF+GCQ, Gazipur, Bangladesh to Meditex Industries Ltd., 913",C,3,TRUE,"Meditex Industries Ltd., 913",90.3195904,24.0058042,0
1HhIMayEnYgeKqusg2mnQgcCSHBqtW-Sc,1HhIMayEnYgeKqusg2mnQgcCSHBqtW-Sc-P124,2024.EIS.000045.kmz,"Directions from VQ7H+3P5, Teota, Bangladesh to Tarasima Apparels Limited, N5, Manikganj",A,1,TRUE,"VQ7H+3P5, Teota, Bangladesh",89.7807106,23.8622522,0
1HhIMayEnYgeKqusg2mnQgcCSHBqtW-Sc,1HhIMayEnYgeKqusg2mnQgcCSHBqtW-Sc-P125,2024.EIS.000045.kmz,"Directions from VQ7H+3P5, Teota, Bangladesh to Tarasima Apparels Limited, N5, Manikganj",B,2,TRUE,"Bara Boali Bridge, Dhaka - Aricha Highway",89.7970778,23.839774,0
1HhIMayEnYgeKqusg2mnQgcCSHBqtW-Sc,1HhIMayEnYgeKqusg2mnQgcCSHBqtW-Sc-P126,2024.EIS.000045.kmz,"Directions from VQ7H+3P5, Teota, Bangladesh to Tarasima Apparels Limited, N5, Manikganj",C,3,TRUE,"Tarasima Apparels Limited, N5, Manikganj",90.0517183,23.9056592,0
1I2JMeClYgq6bJsrylUc66faI01AOfhyW,1I2JMeClYgq6bJsrylUc66faI01AOfhyW-P127,2026.EIS.000124.kmz,"Directions from ROBINTEX GROUP, Narayanganj to QHG6+PRV, Bangladesh",A,1,TRUE,"ROBINTEX GROUP, Narayanganj",90.5603543,23.7721794,0
1I2JMeClYgq6bJsrylUc66faI01AOfhyW,1I2JMeClYgq6bJsrylUc66faI01AOfhyW-P128,2026.EIS.000124.kmz,"Directions from ROBINTEX GROUP, Narayanganj to QHG6+PRV, Bangladesh",B,2,TRUE,"Robin Textiles, Bangladesh",90.5592395,23.7727562,0
1I2JMeClYgq6bJsrylUc66faI01AOfhyW,1I2JMeClYgq6bJsrylUc66faI01AOfhyW-P129,2026.EIS.000124.kmz,"Directions from ROBINTEX GROUP, Narayanganj to QHG6+PRV, Bangladesh",C,3,TRUE,"QHG6+PRV, Bangladesh",90.5621448,23.7770221,0
1IeqOOnS3gPwLeo1E1MKwcCIDcSIvt0Vi,1IeqOOnS3gPwLeo1E1MKwcCIDcSIvt0Vi-P130,2025.EIS.000055.kmz,"Directions from 3333 Saiham Nagar, Bangladesh to Pioneer Denim Limited, Shahpur Bazar, Madhabpur",A,1,TRUE,"3333 Saiham Nagar, Bangladesh",91.3881398,24.2715562,0
1IeqOOnS3gPwLeo1E1MKwcCIDcSIvt0Vi,1IeqOOnS3gPwLeo1E1MKwcCIDcSIvt0Vi-P131,2025.EIS.000055.kmz,"Directions from 3333 Saiham Nagar, Bangladesh to Pioneer Denim Limited, Shahpur Bazar, Madhabpur",B,2,TRUE,"Tower, N2, Bangladesh",91.3817753,24.2647218,0
1IeqOOnS3gPwLeo1E1MKwcCIDcSIvt0Vi,1IeqOOnS3gPwLeo1E1MKwcCIDcSIvt0Vi-P132,2025.EIS.000055.kmz,"Directions from 3333 Saiham Nagar, Bangladesh to Pioneer Denim Limited, Shahpur Bazar, Madhabpur",C,3,TRUE,"Pioneer Denim Limited, Shahpur Bazar, Madhabpur",91.3639012,24.2234152,0
1J-SzsxXvV4aorbFggrCm_uM5gIfLTx6L,1J-SzsxXvV4aorbFggrCm_uM5gIfLTx6L-P133,2026.EIS.000131.kmz,"Directions from SQUARE Fashions Limited, Dhaka - Mymensingh Road, Bhaluka to HCH3+H2R, Trishal - Balipara Rd, Bangladesh",A,1,TRUE,"SQUARE Fashions Limited, Dhaka - Mymensingh Road, Bhaluka",90.387278,24.2958965,0
1J-SzsxXvV4aorbFggrCm_uM5gIfLTx6L,1J-SzsxXvV4aorbFggrCm_uM5gIfLTx6L-P134,2026.EIS.000131.kmz,"Directions from SQUARE Fashions Limited, Dhaka - Mymensingh Road, Bhaluka to HCH3+H2R, Trishal - Balipara Rd, Bangladesh",B,2,TRUE,"H9MV+4W5 Trishal, Mymensingh",90.3948245,24.5827835,0
1J-SzsxXvV4aorbFggrCm_uM5gIfLTx6L,1J-SzsxXvV4aorbFggrCm_uM5gIfLTx6L-P135,2026.EIS.000131.kmz,"Directions from SQUARE Fashions Limited, Dhaka - Mymensingh Road, Bhaluka to HCH3+H2R, Trishal - Balipara Rd, Bangladesh",C,3,TRUE,"HCH3+H2R, Trishal - Balipara Rd, Bangladesh",90.4031227,24.5788503,0
1J7wKDgVfOzKhcPXqMoVdp2ClJ7cubwFa,1J7wKDgVfOzKhcPXqMoVdp2ClJ7cubwFa-P136,2025.EIS.000120.kmz,"Directions from Aleya Apparels Ltd., Singair Road, Hemayetpur to R73Q+5H4, Bongaon Union, Bangladesh",A,1,TRUE,"Aleya Apparels Ltd., Singair Road, Hemayetpur",90.2658354,23.7911617,0
1J7wKDgVfOzKhcPXqMoVdp2ClJ7cubwFa,1J7wKDgVfOzKhcPXqMoVdp2ClJ7cubwFa-P137,2025.EIS.000120.kmz,"Directions from Aleya Apparels Ltd., Singair Road, Hemayetpur to R73Q+5H4, Bongaon Union, Bangladesh",B,2,TRUE,"Maxcom International (BD) Limited, Dhaka - Aricha Highway, Hemayetpur",90.2674656,23.7928309,0
1J7wKDgVfOzKhcPXqMoVdp2ClJ7cubwFa,1J7wKDgVfOzKhcPXqMoVdp2ClJ7cubwFa-P138,2025.EIS.000120.kmz,"Directions from Aleya Apparels Ltd., Singair Road, Hemayetpur to R73Q+5H4, Bongaon Union, Bangladesh",C,3,TRUE,"R73Q+5H4, Bongaon Union, Bangladesh",90.2890597,23.802419,0
1JY3ZRu5jVQPCXA948xoJo6DcQPR2HF5B,1JY3ZRu5jVQPCXA948xoJo6DcQPR2HF5B-P139,2025.EIS.BEPZA.000014.kmz,"Directions from 9Q39+548, Chattogram, Bangladesh to 7QWF+3R Chattogram",A,1,TRUE,"9Q39+548, Chattogram, Bangladesh",91.7682464,22.3528159,0
1JY3ZRu5jVQPCXA948xoJo6DcQPR2HF5B,1JY3ZRu5jVQPCXA948xoJo6DcQPR2HF5B-P140,2025.EIS.BEPZA.000014.kmz,"Directions from 9Q39+548, Chattogram, Bangladesh to 7QWF+3R Chattogram",B,2,TRUE,"22.354859, 91.769748",91.769756,22.3548602,0
1JY3ZRu5jVQPCXA948xoJo6DcQPR2HF5B,1JY3ZRu5jVQPCXA948xoJo6DcQPR2HF5B-P141,2025.EIS.BEPZA.000014.kmz,"Directions from 9Q39+548, Chattogram, Bangladesh to 7QWF+3R Chattogram",C,3,TRUE,7QWF+3R Chattogram,91.7743046,22.2951766,0
1JgMF9WOQjqBSUpmc-QRKsPmjPgEj5E35,1JgMF9WOQjqBSUpmc-QRKsPmjPgEj5E35-P142,2025.EIS.000072.kmz,"Directions from W9PJ+H8X Tongi to Rupa Fabrics Ltd., Gacha Road, Tongi",A,1,TRUE,W9PJ+H8X Tongi,90.380813,23.9367577,0
1JgMF9WOQjqBSUpmc-QRKsPmjPgEj5E35,1JgMF9WOQjqBSUpmc-QRKsPmjPgEj5E35-P143,2025.EIS.000072.kmz,"Directions from W9PJ+H8X Tongi to Rupa Fabrics Ltd., Gacha Road, Tongi",B,2,TRUE,"W9PP+V77, Tongi, Bangladesh",90.3856841,23.9372343,0
1JgMF9WOQjqBSUpmc-QRKsPmjPgEj5E35,1JgMF9WOQjqBSUpmc-QRKsPmjPgEj5E35-P144,2025.EIS.000072.kmz,"Directions from W9PJ+H8X Tongi to Rupa Fabrics Ltd., Gacha Road, Tongi",C,3,TRUE,"Rupa Fabrics Ltd., Gacha Road, Tongi",90.3883427,23.9371241,0
1JkEPK6KHfgg_IkshryyBnnN8KtOKQoVd,1JkEPK6KHfgg_IkshryyBnnN8KtOKQoVd-P145,2025.EIS.000106.kmz,"Directions from Woo Ree Apparels Ltd., Savar to W9PW+267, Dakhhin Khailkur Rd, Tongi, Bangladesh",A,1,TRUE,"Woo Ree Apparels Ltd., Savar",90.2514223,23.8506733,0
